id_distribuidor,fecha_nacimiento,estado,sucursal,escolaridad,estado_civil,dependientes,tipo_vivienda,sexo,tiempo_vivienda,ingreso_neto,experiencia,tipo_negocio,tiempo_op_negocio,capacidad_pago_semanal
117925,1983-10-20,México,CHIMALHUACAN 2,Secundaria,Unión Libre,0,Familiar,FEMENINO,7 AÑOS 0 MESES ,"$5,600.00",NO,BELLEZA/SALON/ESTETICA/BARBERIA,3 AÑOS 0 MESES ,1400.0
117946,1977-02-05,México,CHIMALHUACAN 2,Secundaria,Casada (o),0,Familiar,FEMENINO,30 AÑOS 0 MESES ,"$10,600.00",NO,BELLEZA/SALON/ESTETICA/BARBERIA,10 AÑOS 12 MESES ,2650.0
117949,2002-11-06,México,CHIMALHUACAN 2,Secundaria,Unión Libre,0,Rentada,FEMENINO,7 AÑOS 0 MESES ,"$8,000.00",NO,BELLEZA/SALON/ESTETICA/BARBERIA,2 AÑOS 0 MESES ,2000.0
118138,2001-07-31,México,CHIMALHUACAN 2,Secundaria,Unión Libre,0,Familiar,FEMENINO,7 AÑOS 0 MESES ,"$7,200.00",NO,VENTA DE ROPA,7 AÑOS 0 MESES ,1800.0
118073,1993-01-03,Jalisco,TONALA 2,Secundaria,Soltera (o),1,,FEMENINO,0 AÑOS 0 MESES ,"$32,000.00",NO,BELLEZA/SALON/ESTETICA/BARBERIA,2 AÑOS 0 MESES ,6500.0
118075,2002-09-05,Jalisco,TONALA 2,Bachillerato,Soltera (o),0,,FEMENINO,0 AÑOS 0 MESES ,"$24,000.00",NO,VENTA DE ALIMENTOS,1 AÑOS 0 MESES ,6500.0
118076,1975-12-06,Jalisco,TONALA 2,Secundaria,Casada (o),2,,FEMENINO,0 AÑOS 0 MESES ,"$22,000.00",NO,VENTA DE ALIMENTOS,5 AÑOS 0 MESES ,3500.0
118077,1958-07-04,Jalisco,TONALA 2,Tecnico,Casada (o),0,,FEMENINO,0 AÑOS 0 MESES ,"$16,000.00",NO,BELLEZA/SALON/ESTETICA/BARBERIA,3 AÑOS 0 MESES ,3500.0
118078,1981-01-10,Jalisco,TONALA 2,Secundaria,Soltera (o),1,,FEMENINO,0 AÑOS 0 MESES ,"$16,000.00",NO,VENTA DE ROPA,6 AÑOS 0 MESES ,2400.0
118079,1984-01-27,Jalisco,TONALA 2,Secundaria,Soltera (o),1,,MASCULINO,0 AÑOS 0 MESES ,"$22,000.00",NO,BELLEZA/SALON/ESTETICA/BARBERIA,10 AÑOS 0 MESES ,4000.0
118080,1998-08-16,Jalisco,TONALA 2,Secundaria,Soltera (o),1,,FEMENINO,0 AÑOS 0 MESES ,"$16,000.00",NO,BELLEZA/SALON/ESTETICA/BARBERIA,1 AÑOS 0 MESES ,5000.0
116500,1976-01-01,México,CHALCO,Primaria,Soltera (o),1,Familiar,FEMENINO,15 AÑOS 1 MESES ,"$3,120.00",NO,FABRICA/TALLER/ELABORACION/REPARACION,10 AÑOS 1 MESES ,1300.0
106739,1975-01-05,Veracruz de Ignacio de la Llave,COATZACOALCOS,Licenciatura,Soltera (o),0,Propia,FEMENINO,23 AÑOS 1 MESES ,"$16,000.00",NO,VENTA DE MUEBLES/ELECTRONICOS/ELECTRODOMESTICOS,1 AÑOS 1 MESES ,2000.0
107032,1958-04-25,Veracruz de Ignacio de la Llave,COATZACOALCOS,Licenciatura,Casada (o),0,Propia,MASCULINO,25 AÑOS 1 MESES ,"$18,000.00",NO,CAFEINTERNET,3 AÑOS 2 MESES ,2400.0
107034,1972-09-28,Veracruz de Ignacio de la Llave,COATZACOALCOS,Secundaria,Casada (o),0,Propia,FEMENINO,22 AÑOS 1 MESES ,"$8,000.00",NO,JOYERIA/BISUTERIA/FUNDICION,10 AÑOS 1 MESES ,2000.0
109012,1969-10-26,Veracruz de Ignacio de la Llave,COATZACOALCOS,Licenciatura,Soltera (o),0,Propia,FEMENINO,15 AÑOS 1 MESES ,"$8,800.00",NO,VENTA DE ROPA,8 AÑOS 1 MESES ,2200.0
109019,1976-06-15,Veracruz de Ignacio de la Llave,COATZACOALCOS,Licenciatura,Viuda (o),0,Familiar,FEMENINO,40 AÑOS 1 MESES ,"$12,000.00",NO,JOYERIA/BISUTERIA/FUNDICION,5 AÑOS 1 MESES ,1500.0
117950,1966-02-01,México,CHIMALHUACAN 2,Secundaria,Unión Libre,0,Familiar,MASCULINO,25 AÑOS 0 MESES ,"$16,000.00",NO,CARNICERIA/POLLERIA/RASTRO,10 AÑOS 12 MESES ,2200.0
118031,1981-12-31,Jalisco,TONALA 2,Primaria,Unión Libre,3,,FEMENINO,0 AÑOS 0 MESES ,"$32,000.00",NO,VENTA DE ROPA,7 AÑOS 0 MESES ,8000.0
118033,1991-03-14,Jalisco,TONALA 2,Secundaria,Unión Libre,2,,FEMENINO,0 AÑOS 0 MESES ,"$26,000.00",NO,VENTA POR CATALOGO,8 AÑOS 0 MESES ,6500.0
117791,1983-08-20,Veracruz de Ignacio de la Llave,COATZACOALCOS,Bachillerato,Soltera (o),0,Propia,FEMENINO,8 AÑOS 1 MESES ,"$12,692.00",NO,DISTRIBUIDOR CON EXPERIENCIA,1 AÑOS 6 MESES ,3173.0
117661,1976-10-24,Veracruz de Ignacio de la Llave,COATZACOALCOS,Licenciatura,Casada (o),0,Propia,FEMENINO,5 AÑOS 1 MESES ,"$8,800.00",NO,VENTA DE MUEBLES/ELECTRONICOS/ELECTRODOMESTICOS,2 AÑOS 1 MESES ,1400.0
117664,1966-05-28,Veracruz de Ignacio de la Llave,COATZACOALCOS,Secundaria,Casada (o),0,Propia,FEMENINO,28 AÑOS 1 MESES ,"$14,000.00",NO,FABRICA/TALLER/ELABORACION/REPARACION,3 AÑOS 1 MESES ,2600.0
117665,1965-01-13,Veracruz de Ignacio de la Llave,COATZACOALCOS,Secundaria,Soltera (o),0,Propia,FEMENINO,36 AÑOS 1 MESES ,"$13,600.00",NO,JOYERIA/BISUTERIA/FUNDICION,10 AÑOS 1 MESES ,2500.0
117789,1971-08-26,Veracruz de Ignacio de la Llave,COATZACOALCOS,Tecnico,Unión Libre,0,Propia,FEMENINO,10 AÑOS 1 MESES ,"$10,000.00",NO,JOYERIA/BISUTERIA/FUNDICION,10 AÑOS 1 MESES ,1750.0
118281,1990-06-28,Veracruz de Ignacio de la Llave,COATZACOALCOS,Bachillerato,Unión Libre,0,Propia,FEMENINO,4 AÑOS 1 MESES ,"$12,400.00",NO,PANADERIA,2 AÑOS 1 MESES ,2200.0
117813,2000-12-21,México,NEZAHUALCOYOTL 2,Licenciatura,Soltera (o),0,Familiar,MASCULINO,21 AÑOS 1 MESES ,"$6,400.00",NO,VENTA DE ROPA,6 AÑOS 1 MESES ,1600.0
118438,1989-05-08,Veracruz de Ignacio de la Llave,FORTIN,Secundaria,Soltera (o),2,Propia,FEMENINO,15 AÑOS 0 MESES ,"$6,480.00",NO,VENTA DE ROPA,3 AÑOS 0 MESES ,2700.0
118439,1987-04-22,Veracruz de Ignacio de la Llave,FORTIN,Primaria,Unión Libre,0,Propia,FEMENINO,0 AÑOS 0 MESES ,"$13,600.00",NO,FRUTAS/VERDURAS/SEMILLAS/CAMPO/AGROPECUARIAS,7 AÑOS 0 MESES ,5250.0
117871,1993-07-29,Jalisco,TONALA,Secundaria,Unión Libre,3,Rentada,FEMENINO,2 AÑOS 0 MESES ,"$16,000.00",NO,VENTA DE ALIMENTOS,7 AÑOS 0 MESES ,2220.0
118536,1985-01-26,Jalisco,TONALA,Secundaria,Casada (o),4,Rentada,FEMENINO,2 AÑOS 0 MESES ,"$30,800.00",NO,VENTA DE ROPA,3 AÑOS 0 MESES ,5420.0
118239,1963-02-06,Jalisco,TONALA 2,Secundaria,Soltera (o),2,,FEMENINO,0 AÑOS 0 MESES ,"$24,000.00",NO,VENTA DE ALIMENTOS,10 AÑOS 0 MESES ,4500.0
118241,2000-09-11,Jalisco,TONALA 2,Secundaria,Soltera (o),1,,FEMENINO,0 AÑOS 0 MESES ,"$26,000.00",NO,EVENTOS/SALONES/SILLAS/MESAS,6 AÑOS 0 MESES ,5000.0
118242,1977-01-31,Jalisco,TONALA 2,Secundaria,Casada (o),0,,FEMENINO,0 AÑOS 0 MESES ,"$22,000.00",NO,VENTA DE ALIMENTOS,10 AÑOS 0 MESES ,3500.0
118243,1971-03-30,Jalisco,TONALA 2,Bachillerato,Soltera (o),1,,FEMENINO,0 AÑOS 0 MESES ,"$10,000.00",NO,VENTA DE ALIMENTOS,4 AÑOS 0 MESES ,4500.0
118409,1972-08-28,Jalisco,TONALA 2,Secundaria,Divorciada (o),0,,FEMENINO,0 AÑOS 0 MESES ,"$24,000.00",NO,VENTA DE ROPA,6 AÑOS 0 MESES ,2500.0
118411,1990-07-13,Jalisco,TONALA 2,Bachillerato,Unión Libre,2,,FEMENINO,0 AÑOS 0 MESES ,"$22,000.00",NO,VENTA DE ROPA,2 AÑOS 0 MESES ,4500.0
118492,2000-10-22,Jalisco,TONALA 2,Primaria,Unión Libre,2,,FEMENINO,0 AÑOS 0 MESES ,"$22,000.00",NO,VENTA DE ALIMENTOS,10 AÑOS 0 MESES ,5000.0
118495,2002-08-29,Jalisco,TONALA 2,Bachillerato,Soltera (o),0,,FEMENINO,0 AÑOS 0 MESES ,"$28,000.00",NO,VENTA DE ALIMENTOS,5 AÑOS 0 MESES ,6000.0
118496,1990-05-19,Jalisco,TONALA 2,Secundaria,Soltera (o),1,,MASCULINO,0 AÑOS 0 MESES ,"$26,000.00",NO,FABRICA/TALLER/ELABORACION/REPARACION,1 AÑOS 0 MESES ,5000.0
118497,1960-09-25,Jalisco,TONALA 2,Bachillerato,Casada (o),0,,FEMENINO,0 AÑOS 0 MESES ,"$22,000.00",NO,VENTA DE ALIMENTOS,10 AÑOS 0 MESES ,6000.0
118499,1978-10-04,Jalisco,TONALA 2,Secundaria,Unión Libre,1,,FEMENINO,0 AÑOS 0 MESES ,"$25,000.00",NO,VENTA DE ROPA,4 AÑOS 0 MESES ,5200.0
117828,1950-07-03,Veracruz de Ignacio de la Llave,COATZACOALCOS,Secundaria,Soltera (o),0,Propia,FEMENINO,48 AÑOS 1 MESES ,"$10,200.00",NO,FABRICA/TALLER/ELABORACION/REPARACION,10 AÑOS 1 MESES ,2550.0
117998,1964-11-11,Veracruz de Ignacio de la Llave,COATZACOALCOS,Secundaria,Soltera (o),0,Propia,FEMENINO,38 AÑOS 1 MESES ,"$8,000.00",NO,BELLEZA/SALON/ESTETICA/BARBERIA,10 AÑOS 1 MESES ,2000.0
118206,1980-11-05,Veracruz de Ignacio de la Llave,COATZACOALCOS,Secundaria,Unión Libre,0,Familiar,FEMENINO,8 AÑOS 1 MESES ,"$7,200.00",NO,VENTA DE ALIMENTOS,3 AÑOS 1 MESES ,1800.0
118236,1996-02-08,Veracruz de Ignacio de la Llave,COATZACOALCOS,Bachillerato,Casada (o),0,Familiar,MASCULINO,3 AÑOS 1 MESES ,"$7,000.00",NO,ABARROTES/MISCELANEAS/PERECEDEROS,3 AÑOS 1 MESES ,1600.0
118397,1993-09-20,México,NEZAHUALCOYOTL 2,Secundaria,Soltera (o),0,Familiar,FEMENINO,19 AÑOS 1 MESES ,"$20,000.00",NO,JARCIERIA,3 AÑOS 1 MESES ,1200.0
117547,1969-08-20,Tabasco,CARDENAS,Primaria,Viuda (o),0,Propia,FEMENINO,30 AÑOS 1 MESES ,"$4,800.00",NO,ABARROTES/MISCELANEAS/PERECEDEROS,5 AÑOS 1 MESES ,1200.0
117550,2000-12-27,Tabasco,CARDENAS,Primaria,Unión Libre,2,Propia,FEMENINO,5 AÑOS 1 MESES ,"$8,120.00",NO,VENTA DE ALIMENTOS,3 AÑOS 1 MESES ,2030.0
118106,1980-01-16,México,CHIMALHUACAN 2,Secundaria,Unión Libre,2,Familiar,FEMENINO,40 AÑOS 0 MESES ,"$10,000.00",NO,PAPELERIA,10 AÑOS 0 MESES ,1800.0
118110,1980-10-25,México,CHIMALHUACAN 2,Secundaria,Soltera (o),0,Familiar,FEMENINO,40 AÑOS 0 MESES ,"$5,200.00",NO,BELLEZA/SALON/ESTETICA/BARBERIA,8 AÑOS 0 MESES ,1100.0
118111,1986-06-24,México,CHIMALHUACAN 2,Secundaria,Unión Libre,2,Familiar,FEMENINO,5 AÑOS 0 MESES ,"$6,400.00",NO,JARCIERIA,8 AÑOS 0 MESES ,1800.0
118133,1956-06-10,México,CHIMALHUACAN 2,Primaria,Viuda (o),0,Propia,FEMENINO,50 AÑOS 12 MESES ,"$5,200.00",NO,ABARROTES/MISCELANEAS/PERECEDEROS,10 AÑOS 12 MESES ,1250.0
118140,1982-08-22,México,CHIMALHUACAN 2,Secundaria,Unión Libre,0,Familiar,FEMENINO,16 AÑOS 0 MESES ,"$3,200.00",NO,BELLEZA/SALON/ESTETICA/BARBERIA,8 AÑOS 0 MESES ,1050.0
115667,1969-08-14,México,CHIMALHUACAN 2,Secundaria,Unión Libre,0,,FEMENINO,0 AÑOS 0 MESES ,"$11,600.00",NO,VENTA DE ALIMENTOS,8 AÑOS 12 MESES ,3900.0
118319,1978-04-27,México,CHIMALHUACAN 2,Secundaria,Viuda (o),0,Familiar,FEMENINO,20 AÑOS 0 MESES ,"$8,200.00",NO,VENTA DE ROPA,9 AÑOS 0 MESES ,2050.0
118322,1997-10-04,México,CHIMALHUACAN 2,Secundaria,Unión Libre,0,Propia,FEMENINO,24 AÑOS 0 MESES ,"$8,000.00",NO,DESPERDICIOS/RESIDUOS/RECICLAJE,5 AÑOS 0 MESES ,1864.0
118335,1995-10-18,México,CHIMALHUACAN 2,Bachillerato,Unión Libre,0,Familiar,FEMENINO,27 AÑOS 0 MESES ,"$19,000.00",NO,VENTA DE ROPA,7 AÑOS 0 MESES ,4750.0
118337,1969-05-14,México,CHIMALHUACAN 2,Secundaria,Unión Libre,0,Propia,FEMENINO,20 AÑOS 0 MESES ,"$4,000.00",NO,VENTA DE ROPA,10 AÑOS 0 MESES ,2000.0
118338,1980-07-21,México,CHIMALHUACAN 2,Secundaria,Casada (o),0,Propia,FEMENINO,22 AÑOS 0 MESES ,"$13,600.00",NO,CALZADO REPARACION Y VENTA,10 AÑOS 12 MESES ,3400.0
118403,1998-09-24,México,CHIMALHUACAN 2,Bachillerato,Casada (o),0,Familiar,FEMENINO,23 AÑOS 0 MESES ,"$4,800.00",NO,VENTA DE ROPA,4 AÑOS 0 MESES ,2400.0
118599,1976-03-31,México,TEXCOCO,Secundaria,Soltera (o),1,Propia,FEMENINO,46 AÑOS 1 MESES ,"$4,800.00",NO,FABRICA/TALLER/ELABORACION/REPARACION,10 AÑOS 12 MESES ,2000.0
118602,1999-08-04,México,TEXCOCO,Bachillerato,Unión Libre,2,Familiar,FEMENINO,6 AÑOS 1 MESES ,"$8,000.00",NO,VENTA DE ROPA,7 AÑOS 1 MESES ,2000.0
118606,1965-06-26,México,TEXCOCO,Primaria,Unión Libre,0,Propia,FEMENINO,30 AÑOS 1 MESES ,"$17,200.00",NO,ABARROTES/MISCELANEAS/PERECEDEROS,10 AÑOS 12 MESES ,4300.0
118607,1976-06-18,México,TEXCOCO,Primaria,Soltera (o),0,Propia,FEMENINO,15 AÑOS 1 MESES ,"$5,208.00",NO,ARTE/ARTESANIAS,10 AÑOS 12 MESES ,2170.0
118742,1983-01-21,México,TEXCOCO,Secundaria,Soltera (o),0,Propia,FEMENINO,35 AÑOS 1 MESES ,"$18,000.00",NO,FABRICA/TALLER/ELABORACION/REPARACION,10 AÑOS 12 MESES ,4500.0
118838,1954-06-11,Veracruz de Ignacio de la Llave,ORIZABA,Secundaria,Casada (o),0,Rentada,FEMENINO,10 AÑOS 1 MESES ,"$16,000.00",NO,VENTA DE ALIMENTOS,10 AÑOS 1 MESES ,3700.0
118849,1974-09-27,México,IXTAPALUCA,Tecnico,Divorciada (o),0,Familiar,FEMENINO,18 AÑOS 0 MESES ,"$8,000.00",NO,VENTA DE ALIMENTOS,2 AÑOS 0 MESES ,2000.0
118851,1970-10-18,México,IXTAPALUCA,Secundaria,Unión Libre,3,Familiar,FEMENINO,50 AÑOS 0 MESES ,"$12,000.00",NO,VENTA DE ALIMENTOS,10 AÑOS 0 MESES ,2000.0
118853,2004-01-26,México,IXTAPALUCA,Bachillerato,Soltera (o),0,Familiar,FEMENINO,18 AÑOS 0 MESES ,"$6,000.00",NO,CALZADO REPARACION Y VENTA,1 AÑOS 0 MESES ,1400.0
118854,2000-03-30,México,IXTAPALUCA,Bachillerato,Unión Libre,2,Rentada,FEMENINO,7 AÑOS 0 MESES ,"$8,000.00",NO,CALZADO REPARACION Y VENTA,4 AÑOS 0 MESES ,3000.0
118856,1961-10-22,México,IXTAPALUCA,Primaria,Casada (o),0,Familiar,MASCULINO,20 AÑOS 0 MESES ,"$8,000.00",NO,FABRICA/TALLER/ELABORACION/REPARACION,5 AÑOS 0 MESES ,2400.0
118913,1979-07-18,México,IXTAPALUCA,Secundaria,Unión Libre,1,Familiar,FEMENINO,23 AÑOS 0 MESES ,"$7,000.00",NO,VENTA POR CATALOGO,10 AÑOS 12 MESES ,1000.0
118861,1985-05-29,México,IXTAPALUCA,Licenciatura,Soltera (o),0,Familiar,FEMENINO,16 AÑOS 0 MESES ,"$5,200.00",NO,ANIMALES/VETERINARIA,6 AÑOS 0 MESES ,2600.0
118863,1965-02-27,México,IXTAPALUCA,Secundaria,Casada (o),0,Propia,FEMENINO,20 AÑOS 0 MESES ,$0.00,NO,VENTA DE ALIMENTOS,6 AÑOS 0 MESES ,2000.0
118865,1956-12-21,México,IXTAPALUCA,Primaria,Divorciada (o),0,Propia,FEMENINO,22 AÑOS 0 MESES ,"$3,600.00",NO,VENTA DE ALIMENTOS,8 AÑOS 0 MESES ,1800.0
118868,1975-07-22,México,IXTAPALUCA,Secundaria,Casada (o),1,Propia,FEMENINO,20 AÑOS 0 MESES ,"$4,680.00",NO,VENTA DE ALIMENTOS,7 AÑOS 0 MESES ,2340.0
118869,1976-01-19,México,IXTAPALUCA,Tecnico,Casada (o),1,Propia,FEMENINO,21 AÑOS 0 MESES ,"$4,400.00",NO,PAPELERIA,10 AÑOS 12 MESES ,2200.0
118874,2001-11-04,México,IXTAPALUCA,Bachillerato,Soltera (o),1,Rentada,FEMENINO,3 AÑOS 0 MESES ,"$3,600.00",NO,ABARROTES/MISCELANEAS/PERECEDEROS,3 AÑOS 0 MESES ,1800.0
117816,1978-11-09,Tabasco,CARDENAS,Bachillerato,Divorciada (o),0,Propia,FEMENINO,25 AÑOS 1 MESES ,"$8,100.00",NO,JOYERIA/BISUTERIA/FUNDICION,8 AÑOS 1 MESES ,2025.0
118029,1959-10-29,Tabasco,CARDENAS,Secundaria,Viuda (o),0,Propia,FEMENINO,50 AÑOS 1 MESES ,"$6,700.00",NO,VENTA DE ALIMENTOS,10 AÑOS 1 MESES ,1675.0
118174,1986-09-08,Tabasco,CARDENAS,Licenciatura,Casada (o),2,Propia,FEMENINO,10 AÑOS 1 MESES ,"$10,900.00",NO,PAPELERIA,5 AÑOS 1 MESES ,2725.0
119034,1987-09-08,México,IXTAPALUCA 2,Bachillerato,Unión Libre,2,Familiar,FEMENINO,13 AÑOS 0 MESES ,"$20,000.00",NO,ABARROTES/MISCELANEAS/PERECEDEROS,10 AÑOS 0 MESES ,5000.0
119038,1997-09-19,México,IXTAPALUCA 2,Secundaria,Unión Libre,2,Familiar,FEMENINO,5 AÑOS 0 MESES ,"$6,000.00",NO,VENTA DE ALIMENTOS,3 AÑOS 0 MESES ,1000.0
119039,1981-02-11,México,IXTAPALUCA 2,Secundaria,Casada (o),1,Propia,FEMENINO,41 AÑOS 0 MESES ,"$8,000.00",NO,ABARROTES/MISCELANEAS/PERECEDEROS,5 AÑOS 0 MESES ,3000.0
119041,2001-08-01,México,IXTAPALUCA 2,Secundaria,Unión Libre,1,Familiar,FEMENINO,5 AÑOS 0 MESES ,"$10,000.00",NO,VENTA DE ROPA,3 AÑOS 0 MESES ,3000.0
119043,2000-09-12,México,IXTAPALUCA 2,Tecnico,Unión Libre,1,Familiar,FEMENINO,13 AÑOS 0 MESES ,"$12,000.00",NO,VENTA DE ALIMENTOS,3 AÑOS 0 MESES ,5000.0
119044,2002-04-23,México,IXTAPALUCA 2,Bachillerato,Unión Libre,1,Familiar,MASCULINO,18 AÑOS 0 MESES ,"$9,000.00",NO,VENTA DE ROPA,3 AÑOS 0 MESES ,3400.0
119046,1974-08-02,México,IXTAPALUCA 2,Bachillerato,Casada (o),0,Familiar,FEMENINO,28 AÑOS 0 MESES ,"$36,000.00",NO,DESPERDICIOS/RESIDUOS/RECICLAJE,10 AÑOS 12 MESES ,5600.0
117846,2003-04-11,México,CHIMALHUACAN 2,Bachillerato,Soltera (o),0,Familiar,FEMENINO,2 AÑOS 0 MESES ,"$8,800.00",NO,VENTA DE MUEBLES/ELECTRONICOS/ELECTRODOMESTICOS,10 AÑOS 12 MESES ,2100.0
118259,1984-11-04,México,CHIMALHUACAN 2,Secundaria,Unión Libre,0,Rentada,FEMENINO,1 AÑOS 3 MESES ,"$12,000.00",NO,ARTE/ARTESANIAS,10 AÑOS 12 MESES ,2800.0
118362,1976-07-11,México,TEXCOCO,Licenciatura,Unión Libre,1,Propia,FEMENINO,10 AÑOS 1 MESES ,"$6,000.00",NO,VENTA DE ALIMENTOS,5 AÑOS 1 MESES ,1500.0
118485,1974-04-03,México,TEXCOCO,Licenciatura,Soltera (o),2,Propia,FEMENINO,40 AÑOS 1 MESES ,"$20,000.00",NO,BELLEZA/SALON/ESTETICA/BARBERIA,3 AÑOS 1 MESES ,5000.0
118487,1985-06-30,México,TEXCOCO,Primaria,Unión Libre,1,Propia,FEMENINO,27 AÑOS 1 MESES ,"$7,200.00",NO,VENTA DE ALIMENTOS,10 AÑOS 12 MESES ,1800.0
118491,2000-02-19,México,TEXCOCO,Primaria,Unión Libre,1,Familiar,FEMENINO,22 AÑOS 1 MESES ,"$6,000.00",NO,VENTA DE ALIMENTOS,2 AÑOS 1 MESES ,1500.0
118510,1977-02-02,México,TEXCOCO,Licenciatura,Soltera (o),2,Propia,FEMENINO,40 AÑOS 1 MESES ,"$48,000.00",NO,DESPERDICIOS/RESIDUOS/RECICLAJE,10 AÑOS 12 MESES ,12000.0
118576,1988-10-07,México,TEXCOCO,Licenciatura,Unión Libre,0,Propia,MASCULINO,10 AÑOS 1 MESES ,"$6,000.00",NO,VENTA DE ALIMENTOS,5 AÑOS 1 MESES ,1500.0
118582,1968-03-19,México,TEXCOCO,Licenciatura,Casada (o),1,Propia,FEMENINO,31 AÑOS 1 MESES ,"$15,200.00",NO,ABARROTES/MISCELANEAS/PERECEDEROS,3 AÑOS 1 MESES ,3800.0
118518,1954-05-27,Jalisco,TONALA,Secundaria,Soltera (o),0,Propia,FEMENINO,38 AÑOS 0 MESES ,"$16,000.00",NO,ARTE/ARTESANIAS,10 AÑOS 12 MESES ,4300.0
118522,1983-04-14,Jalisco,TONALA,Bachillerato,Casada (o),2,Propia,FEMENINO,8 AÑOS 0 MESES ,"$13,200.00",NO,FABRICA/TALLER/ELABORACION/REPARACION,10 AÑOS 12 MESES ,1500.0
118781,1961-12-05,México,NEZAHUALCOYOTL 2,Primaria,Soltera (o),0,Rentada,FEMENINO,17 AÑOS 1 MESES ,"$10,800.00",NO,VENTA DE ALIMENTOS,5 AÑOS 1 MESES ,3900.0
118783,1976-04-30,Distrito Federal,NEZAHUALCOYOTL 2,Primaria,Casada (o),2,Familiar,FEMENINO,13 AÑOS 1 MESES ,"$10,400.00",NO,VENTA DE ALIMENTOS,10 AÑOS 12 MESES ,2600.0
118786,1964-08-09,Distrito Federal,NEZAHUALCOYOTL 2,Bachillerato,Soltera (o),0,Familiar,FEMENINO,12 AÑOS 1 MESES ,"$40,000.00",NO,VENTA DE ALIMENTOS,10 AÑOS 12 MESES ,1950.0
118794,2000-01-14,Distrito Federal,NEZAHUALCOYOTL 2,Secundaria,Soltera (o),0,Familiar,FEMENINO,12 AÑOS 1 MESES ,"$8,800.00",NO,VENTA DE ALIMENTOS,5 AÑOS 1 MESES ,2200.0
118795,1973-11-01,Distrito Federal,NEZAHUALCOYOTL 2,Primaria,Casada (o),0,Familiar,MASCULINO,12 AÑOS 1 MESES ,"$11,800.00",NO,VENTA DE ALIMENTOS,10 AÑOS 12 MESES ,2950.0
118808,1983-09-01,Jalisco,TONALA 2,Secundaria,Casada (o),1,,FEMENINO,0 AÑOS 0 MESES ,"$6,000.00",NO,VENTA DE ALIMENTOS,4 AÑOS 0 MESES ,5500.0
118809,1984-07-12,Jalisco,TONALA 2,Primaria,Unión Libre,4,,FEMENINO,0 AÑOS 0 MESES ,"$32,000.00",NO,VENTA DE ALIMENTOS,4 AÑOS 0 MESES ,8000.0
118810,1984-07-14,Jalisco,TONALA 2,Bachillerato,Unión Libre,3,,FEMENINO,0 AÑOS 0 MESES ,"$48,000.00",NO,ABARROTES/MISCELANEAS/PERECEDEROS,4 AÑOS 0 MESES ,3000.0
118811,1983-06-19,Jalisco,TONALA 2,Secundaria,Casada (o),2,,FEMENINO,0 AÑOS 0 MESES ,"$24,000.00",NO,VENTA DE ALIMENTOS,8 AÑOS 0 MESES ,4500.0
118813,1961-06-20,Jalisco,TONALA 2,Primaria,Casada (o),0,,FEMENINO,0 AÑOS 0 MESES ,"$20,000.00",NO,VENTA DE ALIMENTOS,3 AÑOS 0 MESES ,3000.0
119122,1966-05-05,México,NEZAHUALCOYOTL 2,Secundaria,Casada (o),0,Familiar,FEMENINO,40 AÑOS 1 MESES ,"$10,000.00",NO,LAVANDERIA/TINTORERIA/PLANCHADURIA,6 AÑOS 1 MESES ,2100.0
119127,1977-12-02,México,NEZAHUALCOYOTL 2,Secundaria,Casada (o),0,Familiar,FEMENINO,20 AÑOS 1 MESES ,"$8,000.00",NO,JOYERIA/BISUTERIA/FUNDICION,10 AÑOS 12 MESES ,2200.0
119128,1973-05-02,México,NEZAHUALCOYOTL 2,Secundaria,Viuda (o),0,Familiar,FEMENINO,18 AÑOS 1 MESES ,"$40,000.00",NO,VENTA DE ALIMENTOS,10 AÑOS 1 MESES ,1700.0
119131,1969-11-01,México,NEZAHUALCOYOTL 2,Secundaria,Casada (o),0,Familiar,FEMENINO,15 AÑOS 1 MESES ,"$10,000.00",NO,VENTA DE ALIMENTOS,10 AÑOS 1 MESES ,2000.0
119132,1988-04-22,México,NEZAHUALCOYOTL 2,Primaria,Viuda (o),0,Familiar,FEMENINO,8 AÑOS 1 MESES ,"$24,000.00",NO,ABARROTES/MISCELANEAS/PERECEDEROS,6 AÑOS 1 MESES ,1600.0
119133,1994-02-08,México,NEZAHUALCOYOTL 2,Bachillerato,Unión Libre,0,Familiar,FEMENINO,15 AÑOS 1 MESES ,"$8,000.00",NO,VENTA DE ROPA,8 AÑOS 1 MESES ,1400.0
119398,2001-01-18,México,NEZAHUALCOYOTL 2,Bachillerato,Soltera (o),0,Familiar,FEMENINO,21 AÑOS 1 MESES ,"$24,000.00",NO,VENTA POR CATALOGO,2 AÑOS 1 MESES ,1500.0
119400,1959-01-11,México,NEZAHUALCOYOTL 2,Secundaria,Casada (o),0,Propia,FEMENINO,20 AÑOS 1 MESES ,"$10,000.00",NO,LAVANDERIA/TINTORERIA/PLANCHADURIA,10 AÑOS 1 MESES ,1600.0
119412,1996-01-25,México,CHIMALHUACAN 2,Secundaria,Soltera (o),1,Familiar,FEMENINO,10 AÑOS 0 MESES ,"$6,400.00",NO,VENTA DE ALIMENTOS,2 AÑOS 0 MESES ,1000.0
119216,2003-11-22,Veracruz de Ignacio de la Llave,FORTIN,Primaria,Unión Libre,0,Propia,FEMENINO,5 AÑOS 0 MESES ,"$12,540.00",NO,FRUTAS/VERDURAS/SEMILLAS/CAMPO/AGROPECUARIAS,2 AÑOS 0 MESES ,4600.0
